,reaction_id,rxn_smiles,solvent,temp,G_act,G_r
243,268,[CH3:10][N-:11][N+:12]#[C:13][C:14](=[O:15])[NH:16][CH3:17].[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[N:11]([CH3:10])[N:12]=[C:13]2[C:14](=[O:15])[NH:16][CH3:17],water,298.15,27.08016100971294,-54.84045528656448
244,269,[CH3:10][N-:11][N+:12]#[C:13][C:14](=[O:15])[NH:16][CH3:17].[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:13]([C:14](=[O:15])[NH:16][CH3:17])=[N:12][N:11]2[CH3:10],water,298.15,17.377965858422904,-55.47647082225524
245,270,[CH3:1][C:2](=[O:3])[C:4]#[C:5][NH2:6].[CH3:7][NH:8][C:9](=[O:10])[CH-:11][O+:12]=[C:13]([CH3:14])[C:15](=[O:16])[NH:17][CH3:18]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([NH2:6])[CH:11]([C:9]([NH:8][CH3:7])=[O:10])[O:12][C:13]1([CH3:14])[C:15](=[O:16])[NH:17][CH3:18],water,298.15,24.226262946571804,-75.99886056595143
246,271,[CH3:1][C:2](=[O:3])[C:4]#[C:5][NH2:6].[CH3:7][NH:8][C:9](=[O:10])[CH-:11][O+:12]=[C:13]([CH3:14])[C:15](=[O:16])[NH:17][CH3:18]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([NH2:6])[C:13]([CH3:14])([C:15](=[O:16])[NH:17][CH3:18])[O:12][CH:11]1[C:9]([NH:8][CH3:7])=[O:10],water,298.15,23.085600846670545,-74.96910730179262
247,272,[CH2-:7][N+:8]([CH3:9])=[C:10]([C:11]#[N:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.[CH3:1][C:2](=[O:3])[C:4]#[C:5][Cl:6]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[C:10]([C:11]#[N:12])([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[N:8]([CH3:9])[CH2:7]1,water,298.15,8.384705261038135,-55.0000926156257
248,273,[CH2-:7][N+:8]([CH3:9])=[C:10]([C:11]#[N:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1.[CH3:1][C:2](=[O:3])[C:4]#[C:5][Cl:6]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([Cl:6])[CH2:7][N:8]([CH3:9])[C:10]1([C:11]#[N:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,water,298.15,8.172043778806836,-55.828562271233984
249,274,[CH3:1][C:2]#[C:3][C:4]#[N:5].[CH3:6][NH:7][C:8](=[O:9])[CH-:10][N+:11]([CH3:12])=[CH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[N:11]([CH3:12])[CH:10]1[C:8]([NH:7][CH3:6])=[O:9],water,298.15,16.46810221245588,-50.96601305565371
250,275,[CH3:1][C:2]#[C:3][C:4]#[N:5].[CH3:6][NH:7][C:8](=[O:9])[CH-:10][N+:11]([CH3:12])=[CH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:10]([C:8]([NH:7][CH3:6])=[O:9])[N:11]([CH3:12])[CH:13]1[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,water,298.15,17.29470531692766,-53.797162331036176
251,276,[CH3:12][CH:13]=[NH+:14][N-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[CH:13]([CH3:12])[NH:14][N:15]2[C:16]([CH3:17])=[O:18],water,298.15,27.10486760397165,-1.6423635677891235
252,277,[CH3:12][CH:13]=[NH+:14][N-:15][C:16]([CH3:17])=[O:18].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[N:15]([C:16]([CH3:17])=[O:18])[NH:14][CH:13]2[CH3:12],water,298.15,26.535823424763198,-4.321076619752539
253,278,[CH3:1][C:2]#[C:3][Cl:4].[CH3:5][NH:6][C:7](=[O:8])[C:9](=[O+:10][C-:11]([C:12]#[N:13])[C:14]#[N:15])[C:16]([CH3:17])=[O:18]>>[CH3:1][C:2]1=[C:3]([Cl:4])[C:11]([C:12]#[N:13])([C:14]#[N:15])[O:10][C:9]1([C:7]([NH:6][CH3:5])=[O:8])[C:16]([CH3:17])=[O:18],water,298.15,16.774852412740124,-66.54989157536549
254,279,[CH3:1][C:2]#[C:3][Cl:4].[CH3:5][NH:6][C:7](=[O:8])[C:9](=[O+:10][C-:11]([C:12]#[N:13])[C:14]#[N:15])[C:16]([CH3:17])=[O:18]>>[CH3:1][C:2]1=[C:3]([Cl:4])[C:9]([C:7]([NH:6][CH3:5])=[O:8])([C:16]([CH3:17])=[O:18])[O:10][C:11]1([C:12]#[N:13])[C:14]#[N:15],water,298.15,15.133226435942245,-67.75219735031135
255,280,[CH3:7][NH:8][C:9](=[O:10])[c:11]1[o:12][c:13](=[O:14])[c-:15]([C:16]#[N:17])[n+:18]1[CH3:19].[CH:1]#[C:2][C:3](=[O:4])[NH:5][CH3:6]>>[CH:1]1=[C:2]([C:3](=[O:4])[NH:5][CH3:6])[C:15]2([C:16]#[N:17])[C:13](=[O:14])[O:12][C:11]1([C:9]([NH:8][CH3:7])=[O:10])[N:18]2[CH3:19],water,298.15,23.431470518904664,-13.943214956843232
256,281,[CH3:7][NH:8][C:9](=[O:10])[c:11]1[o:12][c:13](=[O:14])[c-:15]([C:16]#[N:17])[n+:18]1[CH3:19].[CH:1]#[C:2][C:3](=[O:4])[NH:5][CH3:6]>>[CH:1]1=[C:2]([C:3](=[O:4])[NH:5][CH3:6])[C:11]2([C:9]([NH:8][CH3:7])=[O:10])[O:12][C:13](=[O:14])[C:15]1([C:16]#[N:17])[N:18]2[CH3:19],water,298.15,26.862475101914345,-10.94055192193556
257,282,[CH3:11][C:12]([CH3:13])=[O+:14][C-:15]([C:16]#[N:17])[C:18]#[N:19].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7](=[O:8])[NH:9][CH3:10]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[NH:9][CH3:10])[C:15]([C:16]#[N:17])([C:18]#[N:19])[O:14][C:12]1([CH3:11])[CH3:13],water,298.15,11.878085967784946,-54.67947109813896
258,283,[CH3:6][O:7][C:8](=[O:9])[C:10]([C:11](=[O:12])[O:13][CH3:14])=[N+:15]([CH3:16])[N-:17][C:18]#[N:19].[N:1]#[C:2][C:3]#[C:4][NH2:5]>>[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[N:17]([C:18]#[N:19])[N:15]([CH3:16])[C:10]1([C:8]([O:7][CH3:6])=[O:9])[C:11](=[O:12])[O:13][CH3:14],water,298.15,20.720752096394857,-35.87036517347746
259,284,[CH3:6][O:7][C:8](=[O:9])[C:10]([C:11](=[O:12])[O:13][CH3:14])=[N+:15]([CH3:16])[N-:17][C:18]#[N:19].[N:1]#[C:2][C:3]#[C:4][NH2:5]>>[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[C:10]([C:8]([O:7][CH3:6])=[O:9])([C:11](=[O:12])[O:13][CH3:14])[N:15]([CH3:16])[N:17]1[C:18]#[N:19],water,298.15,28.487156994826563,-29.473661294587014
260,285,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][F:7].[CH3:8][NH:9][C:10](=[O:11])[c:12]1[nH+:13][c-:14]([C:15]#[N:16])[c:17](=[O:18])[o:19]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([F:7])[C:12]2([C:10]([NH:9][CH3:8])=[O:11])[NH:13][C:14]1([C:15]#[N:16])[C:17](=[O:18])[O:19]2,water,298.15,19.30385663228904,-27.509464670976666
261,287,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][NH2:7].[CH3:8][NH:9][C:10](=[O:11])[C:12]([CH3:13])=[NH+:14][C-:15]([C:16]#[N:17])[C:18]#[N:19]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([NH2:7])[C:15]([C:16]#[N:17])([C:18]#[N:19])[NH:14][C:12]1([C:10]([NH:9][CH3:8])=[O:11])[CH3:13],water,298.15,22.30498505842688,-37.61286645812297
262,288,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][NH2:7].[CH3:8][NH:9][C:10](=[O:11])[C:12]([CH3:13])=[NH+:14][C-:15]([C:16]#[N:17])[C:18]#[N:19]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([NH2:7])[C:12]([C:10]([NH:9][CH3:8])=[O:11])([CH3:13])[NH:14][C:15]1([C:16]#[N:17])[C:18]#[N:19],water,298.15,31.243478774522718,-42.14714979565331
263,291,[CH3:11][C:12](=[O:13])[C:14](=[NH+:15][NH-:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]3[CH:8]([CH:9]1[O:10]2)[C:14]([C:12]([CH3:11])=[O:13])([C:17]([CH3:18])=[O:19])[NH:15][NH:16]3,water,298.15,21.08005806321121,-26.289344900880334
264,292,[CH3:11][C:12](=[O:13])[C:14](=[NH+:15][NH-:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[CH3:1][C:2]12[C:3]([C:4]#[N:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[C:14]([C:12]([CH3:11])=[O:13])([C:17]([CH3:18])=[O:19])[NH:15][NH:16]2,water,298.15,17.614068475350876,-19.5618703684846
265,293,[CH3:11][C:12](=[O:13])[C:14](=[NH+:15][NH-:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]3[CH:8]([CH:9]1[O:10]2)[NH:16][NH:15][C:14]3([C:12]([CH3:11])=[O:13])[C:17]([CH3:18])=[O:19],water,298.15,20.69565610709065,-22.44953611236028
266,294,[CH3:11][C:12](=[O:13])[C:14](=[NH+:15][NH-:16])[C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([C:4]#[N:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[CH3:1][C:2]12[C:3]([C:4]#[N:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[NH:16][NH:15][C:14]2([C:12]([CH3:11])=[O:13])[C:17]([CH3:18])=[O:19],water,298.15,23.89091634996974,-9.59331046299454
267,295,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][C:9](=[O:10])[C:11]#[N+:12][C-:13]([CH3:14])[CH3:15]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[C:13]([CH3:14])([CH3:15])[N:12]=[C:11]1[C:9]([CH3:8])=[O:10],water,298.15,12.947646256598668,-71.7672395049669
268,296,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][C:9](=[O:10])[C:11]#[N+:12][C-:13]([CH3:14])[CH3:15]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[C:11]([C:9]([CH3:8])=[O:10])=[N:12][C:13]1([CH3:14])[CH3:15],water,298.15,8.785168346695048,-68.55788399457282
269,297,[CH3:9][C:10](=[O:11])[C:12](=[NH+:13][CH-:14][C:15]#[N:16])[C:17]([CH3:18])=[O:19].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]3[CH:6]([CH:7]1[O:8]2)[C:12]([C:10]([CH3:9])=[O:11])([C:17]([CH3:18])=[O:19])[NH:13][CH:14]3[C:15]#[N:16],water,298.15,19.592147957050955,-32.720844399756295
270,299,[CH3:9][C:10](=[O:11])[C:12](=[NH+:13][CH-:14][C:15]#[N:16])[C:17]([CH3:18])=[O:19].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]3[CH:6]([CH:7]1[O:8]2)[CH:14]([C:15]#[N:16])[NH:13][C:12]3([C:10]([CH3:9])=[O:11])[C:17]([CH3:18])=[O:19],water,298.15,23.941487426327768,-32.61398542538198
271,300,[CH3:9][C:10](=[O:11])[C:12](=[NH+:13][CH-:14][C:15]#[N:16])[C:17]([CH3:18])=[O:19].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]12[CH:3]([CH:4]3[CH:5]=[CH:6][CH:7]1[O:8]3)[C:12]([C:10]([CH3:9])=[O:11])([C:17]([CH3:18])=[O:19])[NH:13][CH:14]2[C:15]#[N:16],water,298.15,24.346095312905646,-24.297596078561966
272,301,[CH3:9][C:10](=[O:11])[N-:12][N+:13]#[C:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[cH:1]1[c:2](-[c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[c:14](-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[n:13][n:12]1[C:10]([CH3:9])=[O:11],water,298.15,23.15286248057239,-71.32894912901207
273,302,[CH3:9][C:10](=[O:11])[N-:12][N+:13]#[C:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[cH:1]1[c:2](-[c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[n:12]([C:10]([CH3:9])=[O:11])[n:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,water,298.15,20.832780274210705,-69.46364333609522
274,303,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][C:9]([CH3:10])=[N+:11]([CH3:12])[CH-:13][C:14]#[N:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[CH:13]([C:14]#[N:15])[N:11]([CH3:12])[C:9]1([CH3:8])[CH3:10],water,298.15,10.562899917319836,-49.81299887642519
275,304,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][C:9]([CH3:10])=[N+:11]([CH3:12])[CH-:13][C:14]#[N:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[C:9]([CH3:8])([CH3:10])[N:11]([CH3:12])[CH:13]1[C:14]#[N:15],water,298.15,14.657919180187829,-52.89103320279053
276,305,[CH3:14][N:15]=[O+:16][N-:17][C:18]#[N:19].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]#[N:8])([CH:9]3[CH2:10][CH2:11][CH:12]1[CH2:13]3)[N:15]([CH3:14])[O:16][N:17]2[C:18]#[N:19],water,298.15,28.610947949401456,-24.100816193852257
277,306,[CH3:14][N:15]=[O+:16][N-:17][C:18]#[N:19].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]#[N:8])[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]#[N:8])([CH:9]3[CH2:10][CH2:11][CH:12]1[CH2:13]3)[N:17]([C:18]#[N:19])[O:16][N:15]2[CH3:14],water,298.15,14.04737581775758,-23.637105756193648
278,307,[CH3:1][C:2](=[O:3])[C:4]#[C:5][NH2:6].[CH3:7][NH:8][C:9](=[O:10])[C-:11]([N+:12]#[C:13][C:14]#[N:15])[C:16](=[O:17])[NH:18][CH3:19]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([NH2:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([C:16](=[O:17])[NH:18][CH3:19])[N:12]=[C:13]1[C:14]#[N:15],water,298.15,15.353118725902071,-83.71818277467825
279,308,[CH3:1][C:2](=[O:3])[C:4]#[C:5][NH2:6].[CH3:7][NH:8][C:9](=[O:10])[C-:11]([N+:12]#[C:13][C:14]#[N:15])[C:16](=[O:17])[NH:18][CH3:19]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([NH2:6])[C:13]([C:14]#[N:15])=[N:12][C:11]1([C:9]([NH:8][CH3:7])=[O:10])[C:16](=[O:17])[NH:18][CH3:19],water,298.15,11.030219024637203,-76.55800889770839
280,309,[CH3:1]/[C:2]([NH2:3])=[C:4](\[CH3:5])[NH2:6].[CH3:7][NH:8][C:9](=[O:10])[c:11]1[o:12][c:13](=[O:14])[c-:15]([CH3:16])[n+:17]1[CH3:18]>>[CH3:1][C@@:2]1([NH2:3])[C@:4]([CH3:5])([NH2:6])[C:15]2([CH3:16])[C:13](=[O:14])[O:12][C:11]1([C:9]([NH:8][CH3:7])=[O:10])[N:17]2[CH3:18],water,298.15,28.285352852268883,-0.2130718787181271
281,310,[CH3:9][C:10](=[O:11])[CH-:12][N+:13]#[C:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[CH:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)=[N:13][CH:12]1[C:10]([CH3:9])=[O:11],water,298.15,18.93972880240146,-58.14546336608418
282,311,[CH3:9][C:10](=[O:11])[CH-:12][N+:13]#[C:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[CH:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[CH:12]([C:10]([CH3:9])=[O:11])[N:13]=[C:14]1[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,water,298.15,17.745313536636548,-60.98962976336843
283,313,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][NH2:7].[CH3:8][O:9][C:10](=[O:11])[CH:12]=[N+:13]([CH3:14])[C-:15]([C:16]#[N:17])[C:18]#[N:19]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([NH2:7])[CH:12]([C:10]([O:9][CH3:8])=[O:11])[N:13]([CH3:14])[C:15]1([C:16]#[N:17])[C:18]#[N:19],water,298.15,25.38980992023572,-46.70287652948529
284,314,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][O:9][C:10](=[O:11])[C-:12]([CH3:13])[N+:14]#[N:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[C:12]([C:10]([O:9][CH3:8])=[O:11])([CH3:13])[N:14]=[N:15]1,water,298.15,24.40408513409216,-33.60576267279491
285,315,[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][O:9][C:10](=[O:11])[C-:12]([CH3:13])[N+:14]#[N:15]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[N:15]=[N:14][C:12]1([C:10]([O:9][CH3:8])=[O:11])[CH3:13],water,298.15,25.29853857135858,-31.491226047934457
286,316,[CH3:9][O:10][C:11](=[O:12])[N-:13][O+:14]=[C:15]([CH3:16])[C:17]([CH3:18])=[O:19].[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[CH:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[N:13]([C:11]([O:10][CH3:9])=[O:12])[O:14][C:15]1([CH3:16])[C:17]([CH3:18])=[O:19],water,298.15,16.060517223343656,-48.46454974340004
287,317,[CH3:9][O:10][C:11](=[O:12])[N-:13][O+:14]=[C:15]([CH3:16])[C:17]([CH3:18])=[O:19].[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1>>[CH:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[C:15]([CH3:16])([C:17]([CH3:18])=[O:19])[O:14][N:13]1[C:11]([O:10][CH3:9])=[O:12],water,298.15,20.99438858198109,-49.15325470551088
288,318,[CH3:13][NH:14][C:15](=[O:16])[CH:17]=[NH+:18][NH-:19].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([C:6]#[N:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[CH:17]([C:15]([NH:14][CH3:13])=[O:16])[NH:18][NH:19]2,water,298.15,17.085602423122484,-13.016722000776843
289,319,[CH3:13][NH:14][C:15](=[O:16])[CH:17]=[NH+:18][NH-:19].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([C:6]#[N:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[NH:19][NH:18][CH:17]2[C:15]([NH:14][CH3:13])=[O:16],water,298.15,26.932785163150992,-10.888545807867946
290,320,[CH:10]#[N+:11][C-:12]([C:13]#[N:14])[C:15]([CH3:16])=[O:17].[Cl:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[Cl:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:12]([C:13]#[N:14])([C:15]([CH3:16])=[O:17])[N:11]=[CH:10]2,water,298.15,18.30387048156848,-32.10652064933271
291,321,[CH3:10][NH:11][C:12](=[O:13])[N-:14][N+:15]#[C:16][C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([NH2:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]1=[C:3]([NH2:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[N:14]([C:12]([NH:11][CH3:10])=[O:13])[N:15]=[C:16]3[C:17]([CH3:18])=[O:19],water,298.15,13.222984830149526,-63.60082122689373
292,322,[CH3:10][NH:11][C:12](=[O:13])[N-:14][N+:15]#[C:16][C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([NH2:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]12[C:3]([NH2:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[N:14]([C:12]([NH:11][CH3:10])=[O:13])[N:15]=[C:16]2[C:17]([CH3:18])=[O:19],water,298.15,11.117214226104917,-57.37001256739647
293,324,[CH3:10][NH:11][C:12](=[O:13])[N-:14][N+:15]#[C:16][C:17]([CH3:18])=[O:19].[CH3:1][C:2]1=[C:3]([NH2:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]1=[C:3]([NH2:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:16]([C:17]([CH3:18])=[O:19])=[N:15][N:14]3[C:12]([NH:11][CH3:10])=[O:13],water,298.15,13.461590710419385,-64.40638582877315
294,325,[CH3:11][CH-:12][N+:13]([CH3:14])=[C:15]([CH3:16])[C:17]#[N:18].[N:1]#[C:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[N:1]#[C:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[CH:12]([CH3:11])[N:13]([CH3:14])[C:15]2([CH3:16])[C:17]#[N:18],water,298.15,14.4041952390177,-27.021707162234197
295,326,[CH3:11][CH-:12][N+:13]([CH3:14])=[C:15]([CH3:16])[C:17]#[N:18].[N:1]#[C:2][C:3]1=[C:4]([Cl:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[N:1]#[C:2][C:3]12[C:4]([Cl:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[C:15]([CH3:16])([C:17]#[N:18])[N:13]([CH3:14])[CH:12]2[CH3:11],water,298.15,22.104484381371936,-24.01385564836182
296,327,[CH3:13][C-:14]([CH3:15])[N+:16]#[C:17][C:18]#[N:19].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([CH3:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:17]([C:18]#[N:19])=[N:16][C:14]2([CH3:13])[CH3:15],water,298.15,14.706792977581497,-36.74723997260343
297,328,[CH3:13][C-:14]([CH3:15])[N+:16]#[C:17][C:18]#[N:19].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([CH3:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([CH3:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:14]([CH3:13])([CH3:15])[N:16]=[C:17]2[C:18]#[N:19],water,298.15,21.61465267997636,-33.70122153530438
298,329,[CH3:1][C:2](=[O:3])[C:4]#[C:5][C:6]#[N:7].[CH3:8][NH:9][C:10](=[O:11])[C:12]([C:13](=[O:14])[O:15][CH3:16])=[N+:17]([CH3:18])[NH-:19]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[NH:19][N:17]([CH3:18])[C:12]1([C:10]([NH:9][CH3:8])=[O:11])[C:13](=[O:14])[O:15][CH3:16],water,298.15,14.805529025454414,-40.89573380491368
299,330,[CH3:1][C:2](=[O:3])[C:4]#[C:5][C:6]#[N:7].[CH3:8][NH:9][C:10](=[O:11])[C:12]([C:13](=[O:14])[O:15][CH3:16])=[N+:17]([CH3:18])[NH-:19]>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([C:6]#[N:7])[C:12]([C:10]([NH:9][CH3:8])=[O:11])([C:13](=[O:14])[O:15][CH3:16])[N:17]([CH3:18])[NH:19]1,water,298.15,10.364520498912457,-46.7005726531013
