,rxn_smiles,solvent,temp
1160,[CH3:14][NH:15][C:16](=[O:17])[N-:18][N+:19]#[C:20][C:21](=[O:22])[O:23][CH3:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([O:7][CH3:8])[CH:9]2[CH2:10][CH2:11][CH:12]1[CH2:13]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([O:7][CH3:8])([CH:9]3[CH2:10][CH2:11][CH:12]1[CH2:13]3)[N:18]([C:16]([NH:15][CH3:14])=[O:17])[N:19]=[C:20]2[C:21](=[O:22])[O:23][CH3:24],water,298.15
1161,[CH3:12][O:13][C:14](=[O:15])[C:16](=[NH+:17][C-:18]([CH3:19])[C:20]#[N:21])[C:22]([CH3:23])=[O:24].[CH3:1][O:2][C:3]1=[C:4]([O:5][CH3:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][O:2][C:3]12[C:4]([O:5][CH3:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[C:18]([CH3:19])([C:20]#[N:21])[NH:17][C:16]2([C:14]([O:13][CH3:12])=[O:15])[C:22]([CH3:23])=[O:24],water,298.15
1162,[CH3:18][NH:19][C:20](=[O:21])[C:22]#[N+:23][O-:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[C:9]#[C:10][C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[c:9]2[c:10]([o:24][n:23][c:22]2[C:20]([NH:19][CH3:18])=[O:21])[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,water,298.15
1163,[CH3:18][NH:19][C:20](=[O:21])[C:22]#[N+:23][O-:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[C:9]#[C:10][C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6]([CH3:7])=[O:8])[c:9]2[c:10]([c:22]([C:20]([NH:19][CH3:18])=[O:21])[n:23][o:24]2)[C:11]([CH3:12])([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1,water,298.15
1164,[Br:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2.[CH2-:15][NH+:16]=[CH:17][C:18](=[O:19])[O:20][CH3:21]>>[Br:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[CH:17]([C:18](=[O:19])[O:20][CH3:21])[NH:16][CH2:15]2,water,298.15
1165,[Br:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH2:11][CH2:12][CH:13]1[CH2:14]2.[CH2-:15][NH+:16]=[CH:17][C:18](=[O:19])[O:20][CH3:21]>>[Br:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH2:11][CH2:12][CH:13]1[CH2:14]3)[CH2:15][NH:16][CH:17]2[C:18](=[O:19])[O:20][CH3:21],water,298.15
1166,[CH3:17][c-:18]1[c:19](=[O:20])[o:21][n:22][n+:23]1[CH3:24].[CH3:1][O:2][C:3](=[O:4])/[C:5]([C:6]([CH3:7])=[O:8])=[C:9](/[C:10]([CH3:11])=[O:12])[C:13](=[O:14])[O:15][CH3:16]>>[CH3:1][O:2][C:3](=[O:4])[C@:5]1([C:6]([CH3:7])=[O:8])[C@:9]([C:10]([CH3:11])=[O:12])([C:13](=[O:14])[O:15][CH3:16])[C:18]2([CH3:17])[C:19](=[O:20])[O:21][N:22]1[N:23]2[CH3:24],water,298.15
1167,[CH3:12][N+:13]([CH-:14][C:15]#[N:16])=[C:17]([C:18]#[N:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][O:2][C:3]1=[C:4]([O:5][CH3:6])[CH:7]2[CH2:8][CH2:9][CH:10]1[CH2:11]2>>[CH3:1][O:2][C:3]12[C:4]([O:5][CH3:6])([CH:7]3[CH2:8][CH2:9][CH:10]1[CH2:11]3)[CH:14]([C:15]#[N:16])[N:13]([CH3:12])[C:17]2([C:18]#[N:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,water,298.15
1168,[CH3:19][CH-:20][N+:21]([CH3:22])=[CH:23][C:24]#[N:25].[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][C:6]([C:7]#[N:8])([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([C:7]#[N:8])([c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[CH2:15][CH2:16][CH2:17][CH2:18]1)[CH:20]([CH3:19])[N:21]([CH3:22])[CH:23]2[C:24]#[N:25],water,298.15
1169,[CH3:19][CH-:20][N+:21]([CH3:22])=[CH:23][C:24]#[N:25].[CH3:1][C:2]1([CH3:3])[C:4]#[C:5][C:6]([C:7]#[N:8])([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][CH2:18]1>>[CH3:1][C:2]1([CH3:3])[C:4]2=[C:5]([C:6]([C:7]#[N:8])([c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[CH2:15][CH2:16][CH2:17][CH2:18]1)[CH:23]([C:24]#[N:25])[N:21]([CH3:22])[CH:20]2[CH3:19],water,298.15
1170,[CH3:16][c-:17]1[c:18](=[O:19])[o:20][c:21]([C:22]#[N:23])[n+:24]1[CH3:25].[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[C:17]1([CH3:16])[C:18](=[O:19])[O:20][C:21]2([C:22]#[N:23])[N:24]1[CH3:25],water,298.15
1171,[CH3:16][c-:17]1[c:18](=[O:19])[o:20][c:21]([C:22]#[N:23])[n+:24]1[CH3:25].[CH3:1][O:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[CH:11]2[CH2:12][CH2:13][CH:14]1[CH2:15]2>>[CH3:1][O:2][C:3]12[C:4]([c:5]3[cH:6][cH:7][cH:8][cH:9][cH:10]3)([CH:11]3[CH2:12][CH2:13][CH:14]1[CH2:15]3)[C:21]1([C:22]#[N:23])[O:20][C:18](=[O:19])[C:17]2([CH3:16])[N:24]1[CH3:25],water,298.15
1172,[CH3:10][NH:11][C:12](=[O:13])[c:14]1[o:15][c:16](=[O:17])[c-:18]([C:19](=[O:20])[NH:21][CH3:22])[o+:23]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:18]1([C:19](=[O:20])[NH:21][CH3:22])[C:16](=[O:17])[O:15][C:14]2([C:12]([NH:11][CH3:10])=[O:13])[O:23]1,water,298.15
1173,[CH3:10][NH:11][C:12](=[O:13])[c:14]1[o:15][c:16](=[O:17])[c-:18]([C:19](=[O:20])[NH:21][CH3:22])[o+:23]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:14]1([C:12]([NH:11][CH3:10])=[O:13])[O:15][C:16](=[O:17])[C:18]2([C:19](=[O:20])[NH:21][CH3:22])[O:23]1,water,298.15
1174,[Br:1][C:2]#[C:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[CH3:10][C:11](=[O:12])[C:13]([C:14]#[N:15])=[O+:16][C-:17]([C:18]#[N:19])[C:20]([CH3:21])=[O:22]>>[Br:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:17]([C:18]#[N:19])([C:20]([CH3:21])=[O:22])[O:16][C:13]1([C:11]([CH3:10])=[O:12])[C:14]#[N:15],water,298.15
1175,[CH3:7][NH:8][C:9](=[O:10])[C:11]([C:12]([CH3:13])=[O:14])=[N+:15]([CH3:16])[C-:17]([C:18]([CH3:19])=[O:20])[C:21](=[O:22])[O:23][CH3:24].[CH:1]#[C:2][C:3](=[O:4])[NH:5][CH3:6]>>[CH:1]1=[C:2]([C:3](=[O:4])[NH:5][CH3:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([C:12]([CH3:13])=[O:14])[N:15]([CH3:16])[C:17]1([C:18]([CH3:19])=[O:20])[C:21](=[O:22])[O:23][CH3:24],water,298.15
1176,[CH3:7][NH:8][C:9](=[O:10])[C:11]([C:12]([CH3:13])=[O:14])=[N+:15]([CH3:16])[C-:17]([C:18]([CH3:19])=[O:20])[C:21](=[O:22])[O:23][CH3:24].[CH:1]#[C:2][C:3](=[O:4])[NH:5][CH3:6]>>[CH:1]1=[C:2]([C:3](=[O:4])[NH:5][CH3:6])[C:17]([C:18]([CH3:19])=[O:20])([C:21](=[O:22])[O:23][CH3:24])[N:15]([CH3:16])[C:11]1([C:9]([NH:8][CH3:7])=[O:10])[C:12]([CH3:13])=[O:14],water,298.15
1177,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[O+:17][CH-:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[CH:18]([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[O:17][C:14]2([C:12]([NH:11][CH3:10])=[O:13])[C:15]#[N:16],water,298.15
1178,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[O+:17][CH-:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15]#[N:16])[O:17][CH:18]2[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,water,298.15
1179,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[O+:17][CH-:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[CH:18]([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[O:17][C:14]3([C:12]([NH:11][CH3:10])=[O:13])[C:15]#[N:16],water,298.15
1180,[CH3:10][NH:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[O+:17][CH-:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1.[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:14]([C:12]([NH:11][CH3:10])=[O:13])([C:15]#[N:16])[O:17][CH:18]3[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,water,298.15
1181,[CH3:13][O:14][C:15](=[O:16])[C:17]#[N+:18][C-:19]([CH3:20])[C:21]([CH3:22])=[O:23].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:17]([C:15]([O:14][CH3:13])=[O:16])=[N:18][C:19]2([CH3:20])[C:21]([CH3:22])=[O:23],water,298.15
1182,[CH3:13][O:14][C:15](=[O:16])[C:17]#[N+:18][C-:19]([CH3:20])[C:21]([CH3:22])=[O:23].[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:19]([CH3:20])([C:21]([CH3:22])=[O:23])[N:18]=[C:17]2[C:15]([O:14][CH3:13])=[O:16],water,298.15
1183,[CH3:18][C:19]([CH3:20])=[NH+:21][N-:22][C:23]#[N:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[N:22]([C:23]#[N:24])[NH:21][C:19]2([CH3:18])[CH3:20],water,298.15
1184,[CH3:18][C:19]([CH3:20])=[NH+:21][N-:22][C:23]#[N:24].[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]#[C:11][CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][CH3:9])[C:10]2=[C:11]([CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:19]([CH3:18])([CH3:20])[NH:21][N:22]2[C:23]#[N:24],water,298.15
1185,[CH2:1]=[CH:2][C:3](=[O:4])[O:5][CH3:6].[CH3:7][C:8](=[O:9])[C:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)=[N+:17]([CH3:18])[CH-:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH2:1]1[CH:2]([C:3](=[O:4])[O:5][CH3:6])[CH:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[N:17]([CH3:18])[C:10]1([C:8]([CH3:7])=[O:9])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,water,298.15
1186,[CH2:1]=[CH:2][C:3](=[O:4])[O:5][CH3:6].[CH3:7][C:8](=[O:9])[C:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)=[N+:17]([CH3:18])[CH-:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH2:1]1[CH:2]([C:3](=[O:4])[O:5][CH3:6])[C:10]([C:8]([CH3:7])=[O:9])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[N:17]([CH3:18])[CH:19]1[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,water,298.15
1187,[CH2:12]=[N+:13]([CH3:14])[C-:15]([C:16](=[O:17])[NH:18][CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:15]([C:16](=[O:17])[NH:18][CH3:19])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:13]([CH3:14])[CH2:12]3,water,298.15
1188,[CH2:12]=[N+:13]([CH3:14])[C-:15]([C:16](=[O:17])[NH:18][CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[CH2:12][N:13]([CH3:14])[C:15]2([C:16](=[O:17])[NH:18][CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,water,298.15
1189,[CH2:12]=[N+:13]([CH3:14])[C-:15]([C:16](=[O:17])[NH:18][CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[CH2:12][N:13]([CH3:14])[C:15]3([C:16](=[O:17])[NH:18][CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,water,298.15
1190,[CH2:12]=[N+:13]([CH3:14])[C-:15]([C:16](=[O:17])[NH:18][CH3:19])[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:15]([C:16](=[O:17])[NH:18][CH3:19])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[N:13]([CH3:14])[CH2:12]2,water,298.15
1191,[CH3:11][C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)=[N+:19]([CH3:20])[NH-:21].[CH3:1][O:2][C:3]1=[C:4]([Br:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[CH3:1][O:2][C:3]12[C:4]([Br:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[C:12]([CH3:11])([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[N:19]([CH3:20])[NH:21]2,water,298.15
1192,[CH3:11][C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)=[N+:19]([CH3:20])[NH-:21].[CH3:1][O:2][C:3]1=[C:4]([Br:5])[CH:6]2[CH2:7][CH2:8][CH:9]1[CH2:10]2>>[CH3:1][O:2][C:3]12[C:4]([Br:5])([CH:6]3[CH2:7][CH2:8][CH:9]1[CH2:10]3)[NH:21][N:19]([CH3:20])[C:12]2([CH3:11])[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1,water,298.15
1193,[CH3:15][C-:16]([C:17]#[N:18])[NH+:19]=[CH:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[CH:20]([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:19][C:16]2([CH3:15])[C:17]#[N:18],water,298.15
1194,[CH3:15][C-:16]([C:17]#[N:18])[NH+:19]=[CH:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:16]([CH3:15])([C:17]#[N:18])[NH:19][CH:20]3[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,water,298.15
1195,[CH3:15][C-:16]([C:17]#[N:18])[NH+:19]=[CH:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]12[C:3]([c:4]3[cH:5][cH:6][cH:7][cH:8][cH:9]3)([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[C:16]([CH3:15])([C:17]#[N:18])[NH:19][CH:20]2[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1,water,298.15
1196,[CH3:15][C-:16]([C:17]#[N:18])[NH+:19]=[CH:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[CH:20]([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[NH:19][C:16]3([CH3:15])[C:17]#[N:18],water,298.15
1197,[CH3:10][NH:11][C:12](=[O:13])[C:14](=[NH+:15][N-:16][C:17](=[O:18])[O:19][CH3:20])[C:21](=[O:22])[NH:23][CH3:24].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([F:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[N:16]([C:17](=[O:18])[O:19][CH3:20])[NH:15][C:14]2([C:12]([NH:11][CH3:10])=[O:13])[C:21](=[O:22])[NH:23][CH3:24],water,298.15
1198,[CH3:15][C:16](=[O:17])[N:18]=[N+:19]([CH3:20])[N-:21][C:22]([CH3:23])=[O:24].[CH3:1][O:2][C:3](=[O:4])[CH:5]=[C:6]([C:7](=[O:8])[O:9][CH3:10])[C:11](=[O:12])[O:13][CH3:14]>>[CH3:1][O:2][C:3](=[O:4])[CH:5]1[C:6]([C:7](=[O:8])[O:9][CH3:10])([C:11](=[O:12])[O:13][CH3:14])[N:21]([C:22]([CH3:23])=[O:24])[N:19]([CH3:20])[N:18]1[C:16]([CH3:15])=[O:17],water,298.15
1199,[CH2-:13][NH+:14]=[C:15]([C:16](=[O:17])[NH:18][CH3:19])[C:20](=[O:21])[NH:22][CH3:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[CH2:13][NH:14][C:15]2([C:16](=[O:17])[NH:18][CH3:19])[C:20](=[O:21])[NH:22][CH3:23],water,298.15
1200,[CH2-:13][NH+:14]=[C:15]([C:16](=[O:17])[NH:18][CH3:19])[C:20](=[O:21])[NH:22][CH3:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:15]([C:16](=[O:17])[NH:18][CH3:19])([C:20](=[O:21])[NH:22][CH3:23])[NH:14][CH2:13]2,water,298.15
1201,[CH2-:18][NH+:19]=[C:20]([CH3:21])[C:22]([CH3:23])=[O:24].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]2=[C:11]([CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[C:20]([CH3:21])([C:22]([CH3:23])=[O:24])[NH:19][CH2:18]2,water,298.15
1202,[CH2-:18][NH+:19]=[C:20]([CH3:21])[C:22]([CH3:23])=[O:24].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]#[C:11][CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[NH:8][CH3:9])[C:10]2=[C:11]([CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][CH2:17]1)[CH2:18][NH:19][C:20]2([CH3:21])[C:22]([CH3:23])=[O:24],water,298.15
1203,[CH3:17][O:18][C:19](=[O:20])[CH-:21][O+:22]=[C:23]([CH3:24])[C:25]#[N:26].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([C:9]#[N:10])([C:11]#[N:12])[CH2:13][CH2:14][CH2:15][CH2:16]1)[CH:21]([C:19]([O:18][CH3:17])=[O:20])[O:22][C:23]2([CH3:24])[C:25]#[N:26],water,298.15
1204,[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH3:6][O:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[NH+:13][C-:14]([C:15](=[O:16])[O:17][CH3:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[C:14]([C:15](=[O:16])[O:17][CH3:18])([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[NH:13][C:10]1([C:8]([O:7][CH3:6])=[O:9])[C:11]#[N:12],water,298.15
1205,[CH3:1][O:2][C:3]#[C:4][Cl:5].[CH3:6][O:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[NH+:13][C-:14]([C:15](=[O:16])[O:17][CH3:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1>>[CH3:1][O:2][C:3]1=[C:4]([Cl:5])[C:10]([C:8]([O:7][CH3:6])=[O:9])([C:11]#[N:12])[NH:13][C:14]1([C:15](=[O:16])[O:17][CH3:18])[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1,water,298.15
1206,[CH2-:15][NH+:16]=[C:17]([C:18]([CH3:19])=[O:20])[C:21](=[O:22])[NH:23][CH3:24].[Cl:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2>>[Cl:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:17]([C:18]([CH3:19])=[O:20])([C:21](=[O:22])[NH:23][CH3:24])[NH:16][CH2:15]3,water,298.15
