,rxn_smiles,solvent,temp
719,[CH3:14][C-:15]([CH3:16])[N+:17]#[N:18].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]#[C:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]2=[C:8]([CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1)[N:18]=[N:17][C:15]2([CH3:14])[CH3:16],water,298.15 
720,[CH3:14][C-:15]([CH3:16])[N+:17]#[N:18].[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]#[C:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1([Br:6])[C:7]2=[C:8]([CH2:9][CH2:10][CH2:11][CH2:12][CH2:13]1)[C:15]([CH3:14])([CH3:16])[N:17]=[N:18]2,water,298.15 
721,[CH3:10][O:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[NH+:17][C-:18]([CH3:19])[C:20]#[N:21].[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:18]([CH3:19])([C:20]#[N:21])[NH:17][C:14]2([C:12]([O:11][CH3:10])=[O:13])[C:15]#[N:16],water,298.15 
722,[CH3:10][O:11][C:12](=[O:13])[C:14]([C:15]#[N:16])=[NH+:17][C-:18]([CH3:19])[C:20]#[N:21].[F:1][C:2]1=[C:3]([Cl:4])[CH:5]2[CH2:6][CH2:7][CH:8]1[CH2:9]2>>[F:1][C:2]12[C:3]([Cl:4])([CH:5]3[CH2:6][CH2:7][CH:8]1[CH2:9]3)[C:14]([C:12]([O:11][CH3:10])=[O:13])([C:15]#[N:16])[NH:17][C:18]2([CH3:19])[C:20]#[N:21],water,298.15 
723,[CH3:12][C:13](=[O:14])[C-:15]([C:16]#[N:17])[N+:18]([CH3:19])=[C:20]([CH3:21])[CH3:22].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:20]([CH3:21])([CH3:22])[N:18]([CH3:19])[C:15]2([C:13]([CH3:12])=[O:14])[C:16]#[N:17],water,298.15 
724,[CH3:12][C:13](=[O:14])[C-:15]([C:16]#[N:17])[N+:18]([CH3:19])=[C:20]([CH3:21])[CH3:22].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:15]([C:13]([CH3:12])=[O:14])([C:16]#[N:17])[N:18]([CH3:19])[C:20]3([CH3:21])[CH3:22],water,298.15 
725,[CH3:12][C:13](=[O:14])[C-:15]([C:16]#[N:17])[N+:18]([CH3:19])=[C:20]([CH3:21])[CH3:22].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:20]([CH3:21])([CH3:22])[N:18]([CH3:19])[C:15]3([C:13]([CH3:12])=[O:14])[C:16]#[N:17],water,298.15 
726,[CH3:12][C:13](=[O:14])[C-:15]([C:16]#[N:17])[N+:18]([CH3:19])=[C:20]([CH3:21])[CH3:22].[CH3:1][C:2](=[O:3])[C:4]1=[C:5]([CH3:6])[CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[CH3:1][C:2](=[O:3])[C:4]12[C:5]([CH3:6])([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:15]([C:13]([CH3:12])=[O:14])([C:16]#[N:17])[N:18]([CH3:19])[C:20]2([CH3:21])[CH3:22],water,298.15 
727,[CH3:11][NH:12][C:13](=[O:14])[C:15]([C:16]#[N:17])=[N+:18]([CH3:19])[CH-:20][C:21]#[N:22].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]([F:8])([F:9])[F:10]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:15]([C:13]([NH:12][CH3:11])=[O:14])([C:16]#[N:17])[N:18]([CH3:19])[CH:20]1[C:21]#[N:22],water,298.15 
728,[CH3:11][NH:12][C:13](=[O:14])[C:15]([C:16]#[N:17])=[N+:18]([CH3:19])[CH-:20][C:21]#[N:22].[CH3:1][NH:2][C:3](=[O:4])[C:5]#[C:6][C:7]([F:8])([F:9])[F:10]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[CH:20]([C:21]#[N:22])[N:18]([CH3:19])[C:15]1([C:13]([NH:12][CH3:11])=[O:14])[C:16]#[N:17],water,298.15 
729,[CH3:9][O:10][C:11](=[O:12])[C:13]([C:14](=[O:15])[O:16][CH3:17])=[N+:18]([CH3:19])[CH-:20][C:21]#[N:22].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]12[CH:3]([CH:4]3[CH:5]=[CH:6][CH:7]1[O:8]3)[CH:20]([C:21]#[N:22])[N:18]([CH3:19])[C:13]2([C:11]([O:10][CH3:9])=[O:12])[C:14](=[O:15])[O:16][CH3:17],water,298.15 
730,[CH3:9][O:10][C:11](=[O:12])[C:13]([C:14](=[O:15])[O:16][CH3:17])=[N+:18]([CH3:19])[CH-:20][C:21]#[N:22].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]3[CH:6]([CH:7]1[O:8]2)[CH:20]([C:21]#[N:22])[N:18]([CH3:19])[C:13]3([C:11]([O:10][CH3:9])=[O:12])[C:14](=[O:15])[O:16][CH3:17],water,298.15 
731,[CH3:9][O:10][C:11](=[O:12])[C:13]([C:14](=[O:15])[O:16][CH3:17])=[N+:18]([CH3:19])[CH-:20][C:21]#[N:22].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]12[CH:3]([CH:4]3[CH:5]=[CH:6][CH:7]1[O:8]3)[C:13]([C:11]([O:10][CH3:9])=[O:12])([C:14](=[O:15])[O:16][CH3:17])[N:18]([CH3:19])[CH:20]2[C:21]#[N:22],water,298.15 
732,[CH3:9][O:10][C:11](=[O:12])[C:13]([C:14](=[O:15])[O:16][CH3:17])=[N+:18]([CH3:19])[CH-:20][C:21]#[N:22].[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]=[CH:6][CH:7]1[O:8]2>>[NH2:1][C:2]1=[CH:3][CH:4]2[CH:5]3[CH:6]([CH:7]1[O:8]2)[C:13]([C:11]([O:10][CH3:9])=[O:12])([C:14](=[O:15])[O:16][CH3:17])[N:18]([CH3:19])[CH:20]3[C:21]#[N:22],water,298.15 
733,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][O:9][C:10](=[O:11])[C:12](=[NH+:13][NH-:14])[C:15](=[O:16])[O:17][CH3:18]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[NH:14][NH:13][C:12]1([C:10]([O:9][CH3:8])=[O:11])[C:15](=[O:16])[O:17][CH3:18],water,298.15 
734,[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][Br:7].[CH3:8][O:9][C:10](=[O:11])[C:12](=[NH+:13][NH-:14])[C:15](=[O:16])[O:17][CH3:18]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[C:12]([C:10]([O:9][CH3:8])=[O:11])([C:15](=[O:16])[O:17][CH3:18])[NH:13][NH:14]1,water,298.15 
735,[CH3:10][O:11][C:12](=[O:13])[C-:14]([CH3:15])[O+:16]=[C:17]([C:18]#[N:19])[C:20]([CH3:21])=[O:22].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:14]([C:12]([O:11][CH3:10])=[O:13])([CH3:15])[O:16][C:17]3([C:18]#[N:19])[C:20]([CH3:21])=[O:22],water,298.15 
736,[CH3:10][O:11][C:12](=[O:13])[C-:14]([CH3:15])[O+:16]=[C:17]([C:18]#[N:19])[C:20]([CH3:21])=[O:22].[F:1][C:2]1=[C:3]([F:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[F:1][C:2]12[C:3]([F:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:14]([C:12]([O:11][CH3:10])=[O:13])([CH3:15])[O:16][C:17]2([C:18]#[N:19])[C:20]([CH3:21])=[O:22],water,298.15 
737,[CH3:10][NH:11][C:12](=[O:13])[c:14]1[nH+:15][c-:16]([C:17]([CH3:18])=[O:19])[c:20](=[O:21])[o:22]1.[CH3:1][C:2]1=[C:3]([CH3:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]1=[C:3]([CH3:4])[CH:5]2[CH:6]3[CH:7]([CH:8]1[O:9]2)[C:16]1([C:17]([CH3:18])=[O:19])[NH:15][C:14]3([C:12]([NH:11][CH3:10])=[O:13])[O:22][C:20]1=[O:21],water,298.15 
738,[CH3:10][NH:11][C:12](=[O:13])[c:14]1[nH+:15][c-:16]([C:17]([CH3:18])=[O:19])[c:20](=[O:21])[o:22]1.[CH3:1][C:2]1=[C:3]([CH3:4])[CH:5]2[CH:6]=[CH:7][CH:8]1[O:9]2>>[CH3:1][C:2]12[C:3]([CH3:4])([CH:5]3[CH:6]=[CH:7][CH:8]1[O:9]3)[C:16]1([C:17]([CH3:18])=[O:19])[NH:15][C:14]2([C:12]([NH:11][CH3:10])=[O:13])[O:22][C:20]1=[O:21],water,298.15 
739,[CH3:14][O:15][C:16](=[O:17])[CH:18]=[O+:19][CH-:20][C:21]#[N:22].[N:1]#[C:2][C:3]1([NH2:4])[C:5]#[C:6][C:7]([NH2:8])([NH2:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[N:1]#[C:2][C:3]1([NH2:4])[C:5]2=[C:6]([C:7]([NH2:8])([NH2:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[CH:20]([C:21]#[N:22])[O:19][CH:18]2[C:16]([O:15][CH3:14])=[O:17],water,298.15 
740,[CH3:14][O:15][C:16](=[O:17])[CH:18]=[O+:19][CH-:20][C:21]#[N:22].[N:1]#[C:2][C:3]1([NH2:4])[C:5]#[C:6][C:7]([NH2:8])([NH2:9])[CH2:10][CH2:11][CH2:12][CH2:13]1>>[N:1]#[C:2][C:3]1([NH2:4])[C:5]2=[C:6]([C:7]([NH2:8])([NH2:9])[CH2:10][CH2:11][CH2:12][CH2:13]1)[CH:18]([C:16]([O:15][CH3:14])=[O:17])[O:19][CH:20]2[C:21]#[N:22],water,298.15 
741,[CH3:10][C:11]#[N+:12][C-:13]([C:14](=[O:15])[NH:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH3:1][C:2]#[C:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:11]([CH3:10])=[N:12][C:13]1([C:14](=[O:15])[NH:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,water,298.15 
742,[CH3:10][C:11]#[N+:12][C-:13]([C:14](=[O:15])[NH:16][CH3:17])[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH3:1][C:2]#[C:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1>>[CH3:1][C:2]1=[C:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[C:13]([C:14](=[O:15])[NH:16][CH3:17])([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[N:12]=[C:11]1[CH3:10],water,298.15 
743,[CH2-:13][NH+:14]=[C:15]([CH3:16])[C:17]#[N:18].[CH3:1][C:2]1([Br:3])[C:4]#[C:5][C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2]1([Br:3])[C:4]2=[C:5]([C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[C:15]([CH3:16])([C:17]#[N:18])[NH:14][CH2:13]2,water,298.15 
744,[CH2-:13][NH+:14]=[C:15]([CH3:16])[C:17]#[N:18].[CH3:1][C:2]1([Br:3])[C:4]#[C:5][C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1>>[CH3:1][C:2]1([Br:3])[C:4]2=[C:5]([C:6]([F:7])([F:8])[CH2:9][CH2:10][CH2:11][CH2:12]1)[CH2:13][NH:14][C:15]2([CH3:16])[C:17]#[N:18],water,298.15 
745,[CH3:13][C:14]#[N+:15][C-:16]([C:17]#[N:18])[C:19]#[N:20].[CH3:1][O:2][C:3](=[O:4])/[C:5]([Cl:6])=[C:7](\[Cl:8])[C:9](=[O:10])[O:11][CH3:12]>>[CH3:1][O:2][C:3](=[O:4])[C@@:5]1([Cl:6])[C@:7]([Cl:8])([C:9](=[O:10])[O:11][CH3:12])[C:16]([C:17]#[N:18])([C:19]#[N:20])[N:15]=[C:14]1[CH3:13],water,298.15 
746,[CH3:11][C:12](=[O:13])[C:14](=[O+:15][O-:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][C:7]([F:8])([F:9])[F:10]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[O:16][O:15][C:14]1([C:12]([CH3:11])=[O:13])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,water,298.15 
747,[CH3:11][C:12](=[O:13])[C:14](=[O+:15][O-:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[CH3:1][O:2][C:3](=[O:4])[C:5]#[C:6][C:7]([F:8])([F:9])[F:10]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:14]([C:12]([CH3:11])=[O:13])([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[O:15][O:16]1,water,298.15 
748,[CH3:14][N:15]=[NH+:16][N-:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH:1]1=[CH:2][CH:3]2[O:4][CH:5]1[CH:6]=[C:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH:1]1=[CH:2][CH:3]2[O:4][CH:5]1[CH:6]1[C:7]2([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[N:15]([CH3:14])[NH:16][N:17]1[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,water,298.15 
749,[CH3:14][N:15]=[NH+:16][N-:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH:1]1=[CH:2][CH:3]2[O:4][CH:5]1[CH:6]=[C:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH:1]12[CH:2]([CH:3]3[O:4][CH:5]1[CH:6]=[C:7]3[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:15]([CH3:14])[NH:16][N:17]2[c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1,water,298.15 
750,[CH3:14][N:15]=[NH+:16][N-:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH:1]1=[CH:2][CH:3]2[O:4][CH:5]1[CH:6]=[C:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH:1]12[CH:2]([CH:3]3[O:4][CH:5]1[CH:6]=[C:7]3[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:17]([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[NH:16][N:15]2[CH3:14],water,298.15 
751,[CH3:14][N:15]=[NH+:16][N-:17][c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1.[CH:1]1=[CH:2][CH:3]2[O:4][CH:5]1[CH:6]=[C:7]2[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH:1]1=[CH:2][CH:3]2[O:4][CH:5]1[CH:6]1[C:7]2([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[N:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[NH:16][N:15]1[CH3:14],water,298.15 
752,[CH3:11][O:12][C:13](=[O:14])[C-:15]([N+:16]#[C:17][C:18]([CH3:19])=[O:20])[C:21]([CH3:22])=[O:23].[N:1]#[C:2][C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[N:1]#[C:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[C:17]([C:18]([CH3:19])=[O:20])=[N:16][C:15]1([C:13]([O:12][CH3:11])=[O:14])[C:21]([CH3:22])=[O:23],water,298.15 
753,[CH3:11][O:12][C:13](=[O:14])[C-:15]([N+:16]#[C:17][C:18]([CH3:19])=[O:20])[C:21]([CH3:22])=[O:23].[N:1]#[C:2][C:3]#[C:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1>>[N:1]#[C:2][C:3]1=[C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[C:15]([C:13]([O:12][CH3:11])=[O:14])([C:21]([CH3:22])=[O:23])[N:16]=[C:17]1[C:18]([CH3:19])=[O:20],water,298.15 
754,[CH3:18][N-:19][N+:20]#[C:21][C:22]#[N:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[N:19]([CH3:18])[N:20]=[C:21]2[C:22]#[N:23],water,298.15 
755,[CH3:18][N-:19][N+:20]#[C:21][C:22]#[N:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([c:7]3[cH:8][cH:9][cH:10][cH:11][cH:12]3)([CH:13]3[CH:14]=[CH:15][CH:16]1[O:17]3)[C:21]([C:22]#[N:23])=[N:20][N:19]2[CH3:18],water,298.15 
756,[CH3:18][N-:19][N+:20]#[C:21][C:22]#[N:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]3[CH:15]([CH:16]1[O:17]2)[N:19]([CH3:18])[N:20]=[C:21]3[C:22]#[N:23],water,298.15 
757,[CH3:18][N-:19][N+:20]#[C:21][C:22]#[N:23].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]=[CH:15][CH:16]1[O:17]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH:13]2[CH:14]3[CH:15]([CH:16]1[O:17]2)[C:21]([C:22]#[N:23])=[N:20][N:19]3[CH3:18],water,298.15 
758,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2.[CH:15]#[N+:16][C-:17]([CH3:18])[C:19](=[O:20])[NH:21][CH3:22]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[CH:15]=[N:16][C:17]3([CH3:18])[C:19](=[O:20])[NH:21][CH3:22],water,298.15 
759,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2.[CH:15]#[N+:16][C-:17]([CH3:18])[C:19](=[O:20])[NH:21][CH3:22]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([CH3:8])=[O:9])([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[C:17]([CH3:18])([C:19](=[O:20])[NH:21][CH3:22])[N:16]=[CH:15]2,water,298.15 
760,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2.[CH:15]#[N+:16][C-:17]([CH3:18])[C:19](=[O:20])[NH:21][CH3:22]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]3[CH:12]([CH:13]1[O:14]2)[C:17]([CH3:18])([C:19](=[O:20])[NH:21][CH3:22])[N:16]=[CH:15]3,water,298.15 
761,[CH3:1][NH:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([CH3:8])=[O:9])[CH:10]2[CH:11]=[CH:12][CH:13]1[O:14]2.[CH:15]#[N+:16][C-:17]([CH3:18])[C:19](=[O:20])[NH:21][CH3:22]>>[CH3:1][NH:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([CH3:8])=[O:9])([CH:10]3[CH:11]=[CH:12][CH:13]1[O:14]3)[CH:15]=[N:16][C:17]2([CH3:18])[C:19](=[O:20])[NH:21][CH3:22],water,298.15 
762,[CH3:12][C:13]#[N+:14][C-:15]([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22].[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[CH:6]([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:15]([C:16]([CH3:17])=[O:18])([C:19](=[O:20])[O:21][CH3:22])[N:14]=[C:13]2[CH3:12],water,298.15 
763,[CH3:12][C:13]#[N+:14][C-:15]([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22].[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:15]([C:16]([CH3:17])=[O:18])([C:19](=[O:20])[O:21][CH3:22])[N:14]=[C:13]3[CH3:12],water,298.15 
764,[CH3:12][C:13]#[N+:14][C-:15]([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22].[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH:8]3[CH:9]([CH:10]1[O:11]2)[C:13]([CH3:12])=[N:14][C:15]3([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22],water,298.15 
765,[CH3:12][C:13]#[N+:14][C-:15]([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22].[F:1][C:2]([F:3])([F:4])[C:5]1=[CH:6][CH:7]2[CH:8]=[CH:9][CH:10]1[O:11]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[CH:6]([CH:7]3[CH:8]=[CH:9][CH:10]1[O:11]3)[C:13]([CH3:12])=[N:14][C:15]2([C:16]([CH3:17])=[O:18])[C:19](=[O:20])[O:21][CH3:22],water,298.15 
766,[CH3:11][NH:12][C:13](=[O:14])[c-:15]1[c:16](=[O:17])[o:18][c:19]([C:20]#[N:21])[n+:22]1[CH3:23].[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[N:1]#[C:2][C:3]12[C:4]([NH2:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[C:19]1([C:20]#[N:21])[O:18][C:16](=[O:17])[C:15]2([C:13]([NH:12][CH3:11])=[O:14])[N:22]1[CH3:23],water,298.15 
767,[CH3:11][NH:12][C:13](=[O:14])[c-:15]1[c:16](=[O:17])[o:18][c:19]([C:20]#[N:21])[n+:22]1[CH3:23].[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[N:1]#[C:2][C:3]12[C:4]([NH2:5])([CH:6]3[CH:7]=[CH:8][CH:9]1[O:10]3)[C:15]1([C:13]([NH:12][CH3:11])=[O:14])[C:16](=[O:17])[O:18][C:19]2([C:20]#[N:21])[N:22]1[CH3:23],water,298.15 
768,[CH3:11][NH:12][C:13](=[O:14])[c-:15]1[c:16](=[O:17])[o:18][c:19]([C:20]#[N:21])[n+:22]1[CH3:23].[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[CH:6]2[CH:7]3[CH:8]([CH:9]1[O:10]2)[C:15]1([C:13]([NH:12][CH3:11])=[O:14])[C:16](=[O:17])[O:18][C:19]3([C:20]#[N:21])[N:22]1[CH3:23],water,298.15 
769,[CH3:11][NH:12][C:13](=[O:14])[c-:15]1[c:16](=[O:17])[o:18][c:19]([C:20]#[N:21])[n+:22]1[CH3:23].[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[CH:6]2[CH:7]=[CH:8][CH:9]1[O:10]2>>[N:1]#[C:2][C:3]1=[C:4]([NH2:5])[CH:6]2[CH:7]3[CH:8]([CH:9]1[O:10]2)[C:19]1([C:20]#[N:21])[O:18][C:16](=[O:17])[C:15]3([C:13]([NH:12][CH3:11])=[O:14])[N:22]1[CH3:23],water,298.15 
770,[CH3:13][C:14](=[O:15])[C:16]#[N+:17][N-:18][C:19]([CH3:20])=[O:21].[CH3:1][O:2][C:3](=[O:4])[C:5]1=[C:6]([Cl:7])[CH:8]2[CH2:9][CH2:10][CH:11]1[CH2:12]2>>[CH3:1][O:2][C:3](=[O:4])[C:5]12[C:6]([Cl:7])([CH:8]3[CH2:9][CH2:10][CH:11]1[CH2:12]3)[C:16]([C:14]([CH3:13])=[O:15])=[N:17][N:18]2[C:19]([CH3:20])=[O:21],water,298.15 
