,rxn_smiles,solvent,temp
242,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[N:7]#[N+:8][CH-:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[CH:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[N:8]=[N:7]1,water,298.15 
243,[CH3:9][c-:10]1[o+:11][n:12][o:13][c:14]1=[O:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]\[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[C:10]2([CH3:9])[O:11][N:12]1[O:13][C:14]2=[O:15],water,298.15 
244,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8]([CH3:9])=[O+:10][C-:11]([C:12]#[N:13])[C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:11]([C:12]#[N:13])([C:14]#[N:15])[O:10][C:8]1([CH3:7])[CH3:9],water,298.15 
245,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8]([CH3:9])=[O+:10][C-:11]([C:12]#[N:13])[C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:8]([CH3:7])([CH3:9])[O:10][C:11]1([C:12]#[N:13])[C:14]#[N:15],water,298.15 
246,[CH:9]#[N+:10][CH-:11][C:12](=[O:13])[NH:14][CH3:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]\[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@@H:5]([C:6](=[O:7])[O-:8])[CH:11]([C:12](=[O:13])[NH:14][CH3:15])[N:10]=[CH:9]1,water,298.15 
247,[CH:9]#[N+:10][C-:11]([CH3:12])[C:13]([CH3:14])=[O:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[C:11]([CH3:12])([C:13]([CH3:14])=[O:15])[N:10]=[CH:9]1,water,298.15 
248,[CH3:9][C:10](=[O:11])[C-:12]([CH3:13])[N+:14]#[N:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[C:12]([C:10]([CH3:9])=[O:11])([CH3:13])[N:14]=[N:15]1,water,298.15 
249,[CH2:1]=[CH2:2].[CH3:3][NH:4][C:5](=[O:6])[C:7]#[N+:8][C-:9]([C:10]#[N:11])[C:12](=[O:13])[NH:14][CH3:15]>>[CH2:1]1[CH2:2][C:9]([C:10]#[N:11])([C:12](=[O:13])[NH:14][CH3:15])[N:8]=[C:7]1[C:5]([NH:4][CH3:3])=[O:6],water,298.15 
250,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][CH:8]=[NH+:9][CH-:10][C:11](=[O:12])[O:13][CH3:14]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[CH:10]([C:11](=[O:12])[O:13][CH3:14])[NH:9][CH:8]1[CH3:7],water,298.15 
251,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][O:8][C:9](=[O:10])[CH-:11][N+:12]#[C:13][C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:13]([C:14]#[N:15])=[N:12][CH:11]1[C:9]([O:8][CH3:7])=[O:10],water,298.15 
252,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][O:8][C:9](=[O:10])[CH-:11][N+:12]#[C:13][C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH:11]([C:9]([O:8][CH3:7])=[O:10])[N:12]=[C:13]1[C:14]#[N:15],water,298.15 
253,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[N-:9][N+:10]([CH3:11])=[C:12]([CH3:13])[CH3:14]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[N:9]([C:7]([NH:6][CH3:5])=[O:8])[N:10]([CH3:11])[C:12]1([CH3:13])[CH3:14],water,298.15 
254,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[CH:9]=[O+:10][C-:11]([C:12]#[N:13])[C:14]#[N:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:11]([C:12]#[N:13])([C:14]#[N:15])[O:10][CH:9]1[C:7]([NH:6][CH3:5])=[O:8],water,298.15 
255,[CH3:6][C:7](=[O:8])[C:9]([C:10]#[N:11])=[NH+:12][N-:13][C:14]#[N:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:9]([C:7]([CH3:6])=[O:8])([C:10]#[N:11])[NH:12][N:13]1[C:14]#[N:15],water,298.15 
256,[CH3:6][C:7](=[O:8])[C:9]([C:10]#[N:11])=[NH+:12][N-:13][C:14]#[N:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[N:13]([C:14]#[N:15])[NH:12][C:9]1([C:7]([CH3:6])=[O:8])[C:10]#[N:11],water,298.15 
257,[CH3:6][CH-:7][NH+:8]=[C:9]([CH3:10])[C:11](=[O:12])[NH:13][CH3:14].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:9]([CH3:10])([C:11](=[O:12])[NH:13][CH3:14])[NH:8][CH:7]1[CH3:6],water,298.15 
258,[CH3:6][CH-:7][NH+:8]=[C:9]([CH3:10])[C:11](=[O:12])[NH:13][CH3:14].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[CH:7]([CH3:6])[NH:8][C:9]1([CH3:10])[C:11](=[O:12])[NH:13][CH3:14],water,298.15 
259,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][C-:8]([C:9]#[N:10])[N+:11]([CH3:12])=[CH:13][C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:8]([CH3:7])([C:9]#[N:10])[N:11]([CH3:12])[CH:13]1[C:14]#[N:15],water,298.15 
260,[CH3:9][C:10](=[O:11])[C:12]([CH3:13])=[NH+:14][O-:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[O:15][NH:14][C:12]1([C:10]([CH3:9])=[O:11])[CH3:13],water,298.15 
261,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6]([CH3:7])=[O+:8][CH-:9][c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[O:8][C:6]1([CH3:5])[CH3:7],water,298.15 
262,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[C-:6]([C:7]#[N:8])[N+:9]#[C:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH2:1]1[CH2:2][C:6]([C:4]([CH3:3])=[O:5])([C:7]#[N:8])[N:9]=[C:10]1[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,water,298.15 
263,[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[CH:7]=[CH:8]1.[CH3:9][CH-:10][NH+:11]=[C:12]([C:13]#[N:14])[C:15]#[N:16]>>[C:1]1(=[O:2])[CH:3]=[CH:4][C:5](=[O:6])[C@H:7]2[C@@H:8]1[CH:10]([CH3:9])[NH:11][C:12]2([C:13]#[N:14])[C:15]#[N:16],water,298.15 
264,[CH2:1]=[CH2:2].[N:3]#[C:4][c:5]1[o:6][c:7](=[O:8])[c-:9](-[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[o+:16]1>>[CH2:1]1[CH2:2][C:9]2([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[C:7](=[O:8])[O:6][C:5]1([C:4]#[N:3])[O:16]2,water,298.15 
265,[CH3:9][NH:10][C:11](=[O:12])[N:13]=[NH+:14][NH-:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[NH:15][NH:14][N:13]1[C:11]([NH:10][CH3:9])=[O:12],water,298.15 
266,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[C:7](=[O+:8][CH-:9][C:10]#[N:11])[C:12](=[O:13])[O:14][CH3:15]>>[CH2:1]1[CH2:2][CH:9]([C:10]#[N:11])[O:8][C:7]1([C:5]([O:4][CH3:3])=[O:6])[C:12](=[O:13])[O:14][CH3:15],water,298.15 
267,[CH2:1]=[CH2:2].[N:3]#[C:4][c-:5]1[o+:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[o:14][c:15]1=[O:16]>>[CH2:1]1[CH2:2][C:5]2([C:4]#[N:3])[O:6][C:7]1([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[O:14][C:15]2=[O:16],water,298.15 
268,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[c-:7]1[nH+:8][c:9]([C:10]([CH3:11])=[O:12])[o:13][c:14]1=[O:15]>>[CH2:1]1[CH2:2][C:7]2([C:5]([O:4][CH3:3])=[O:6])[NH:8][C:9]1([C:10]([CH3:11])=[O:12])[O:13][C:14]2=[O:15],water,298.15 
269,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[C:6]#[N+:7][C-:8]([C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH2:1]1[CH2:2][C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[N:7]=[C:6]1[C:4]([CH3:3])=[O:5],water,298.15 
270,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[C:7]([C:8]#[N:9])=[NH+:10][C-:11]([CH3:12])[C:13]([CH3:14])=[O:15]>>[CH2:1]1[CH2:2][C:11]([CH3:12])([C:13]([CH3:14])=[O:15])[NH:10][C:7]1([C:5]([O:4][CH3:3])=[O:6])[C:8]#[N:9],water,298.15 
271,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[C:10]#[N+:11][CH-:12][C:13]([CH3:14])=[O:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:10]([C:8]([CH3:7])=[O:9])=[N:11][CH:12]1[C:13]([CH3:14])=[O:15],water,298.15 
272,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[C:10]#[N+:11][CH-:12][C:13]([CH3:14])=[O:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH:12]([C:13]([CH3:14])=[O:15])[N:11]=[C:10]1[C:8]([CH3:7])=[O:9],water,298.15 
273,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[c-:10]1[nH+:11][n:12][o:13][c:14]1=[O:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[N:12]2[NH:11][C:10]1([C:8]([CH3:7])=[O:9])[C:14](=[O:15])[O:13]2,water,298.15 
274,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[c-:10]1[nH+:11][n:12][o:13][c:14]1=[O:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[C:10]2([C:8]([CH3:7])=[O:9])[NH:11][N:12]1[O:13][C:14]2=[O:15],water,298.15 
275,[CH2:9]=[NH+:10][N-:11][C:12](=[O:13])[O:14][CH3:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[N:11]([C:12](=[O:13])[O:14][CH3:15])[NH:10][CH2:9]1,water,298.15 
276,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][NH:8][C:9](=[O:10])[C-:11]([C:12]#[N:13])[N+:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[C:11]([C:9]([NH:8][CH3:7])=[O:10])([C:12]#[N:13])[N:14]=[N:15]1,water,298.15 
277,[CH2:9]=[O+:10][N-:11][C:12](=[O:13])[O:14][CH3:15].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[N:11]([C:12](=[O:13])[O:14][CH3:15])[O:10][CH2:9]1,water,298.15 
278,[CH3:1][C:2]([CH3:3])=[CH:4][CH:5]=[O:6].[CH3:7][C:8](=[O:9])[CH:10]=[NH+:11][CH-:12][C:13]([CH3:14])=[O:15]>>[CH3:1][C:2]1([CH3:3])[CH:4]([CH:5]=[O:6])[CH:12]([C:13]([CH3:14])=[O:15])[NH:11][CH:10]1[C:8]([CH3:7])=[O:9],water,298.15 
279,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6]#[N+:7][C-:8]([C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[C:8]([C:9]#[N:10])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[N:7]=[C:6]1[CH3:5],water,298.15 
280,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[c-:9]1[nH+:10][c:11]([CH3:12])[o:13][c:14]1=[O:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:9]2([C:7]([NH:6][CH3:5])=[O:8])[NH:10][C:11]1([CH3:12])[O:13][C:14]2=[O:15],water,298.15 
281,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C:6](=[O:7])[c:8]1[o:9][c:10](=[O:11])[c-:12]([CH3:13])[n+:14]1[CH3:15]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[C:12]2([CH3:13])[C:10](=[O:11])[O:9][C:8]1([C:6]([CH3:5])=[O:7])[N:14]2[CH3:15],water,298.15 
282,[CH3:9][C:10](=[O:11])[CH-:12][N+:13]#[C:14][C:15]#[N:16].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]\[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[CH:12]([C:10]([CH3:9])=[O:11])[N:13]=[C:14]1[C:15]#[N:16],water,298.15 
283,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[C-:9]([CH3:10])[NH+:11]=[C:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:9]([C:7]([NH:6][CH3:5])=[O:8])([CH3:10])[NH:11][C:12]1([CH3:13])[C:14]#[N:15],water,298.15 
284,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][O:6][C:7](=[O:8])[c-:9]1[nH+:10][c:11]([CH3:12])[o:13][c:14]1=[O:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:9]2([C:7]([O:6][CH3:5])=[O:8])[NH:10][C:11]1([CH3:12])[O:13][C:14]2=[O:15],water,298.15 
285,[CH3:10][C:11]#[N+:12][C-:13]([CH3:14])[CH3:15].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:13]([CH3:14])([CH3:15])[N:12]=[C:11]1[CH3:10],water,298.15 
286,[CH3:10][C:11]#[N+:12][C-:13]([CH3:14])[CH3:15].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:11]([CH3:10])=[N:12][C:13]1([CH3:14])[CH3:15],water,298.15 
287,[CH3:10][C:11]#[N+:12][C-:13]([CH3:14])[CH3:15].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]1([CH3:8])[CH2:9][C:13]([CH3:14])([CH3:15])[N:12]=[C:11]1[CH3:10],water,298.15 
288,[CH3:10][C:11]#[N+:12][C-:13]([CH3:14])[CH3:15].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]1([CH3:3])[CH:4](/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9])[C:11]([CH3:10])=[N:12][C:13]1([CH3:14])[CH3:15],water,298.15 
289,[CH3:10][C:11]#[N+:12][C-:13]([CH3:14])[CH3:15].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:13]([CH3:14])([CH3:15])[N:12]=[C:11]1[CH3:10],water,298.15 
290,[CH3:10][C:11]#[N+:12][C-:13]([CH3:14])[CH3:15].[CH3:1][C:2]([CH3:3])=[CH:4]/[CH:5]=[CH:6]/[C:7]([CH3:8])=[CH2:9]>>[CH3:1][C:2]([CH3:3])=[CH:4][C@H:5]1[C@H:6]([C:7]([CH3:8])=[CH2:9])[C:11]([CH3:10])=[N:12][C:13]1([CH3:14])[CH3:15],water,298.15 
291,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][C:6]#[N+:7][C-:8]([C:9]([CH3:10])=[O:11])[C:12](=[O:13])[NH:14][CH3:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:8]([C:9]([CH3:10])=[O:11])([C:12](=[O:13])[NH:14][CH3:15])[N:7]=[C:6]1[CH3:5],water,298.15 
292,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][O:6][C:7](=[O:8])[C:9]([CH3:10])=[O+:11][C-:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:12]([CH3:13])([C:14]#[N:15])[O:11][C:9]1([C:7]([O:6][CH3:5])=[O:8])[CH3:10],water,298.15 
293,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[CH-:9][N+:10]([CH3:11])=[C:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:9]([C:7]([NH:6][CH3:5])=[O:8])[N:10]([CH3:11])[C:12]1([CH3:13])[C:14]#[N:15],water,298.15 
294,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[C:9]([CH3:10])=[O+:11][C-:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:12]([CH3:13])([C:14]#[N:15])[O:11][C:9]1([C:7]([O:6][CH3:5])=[O:8])[CH3:10],water,298.15 
295,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][C:8](=[O:9])[c:10]1[nH+:11][n-:12][c:13](=[O:14])[o:15]1>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[N:12]2[NH:11][C:10]1([C:8]([CH3:7])=[O:9])[O:15][C:13]2=[O:14],water,298.15 
296,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][C:8](=[O:9])[N:10]=[N+:11]([CH3:12])[N-:13][C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[N:13]([C:14]#[N:15])[N:11]([CH3:12])[N:10]1[C:8]([CH3:7])=[O:9],water,298.15 
297,[CH:9]#[N+:10][C-:11]([C:12]#[N:13])[C:14]([CH3:15])=[O:16].[O-:1][C:2](=[O:3])/[CH:4]=[CH:5]/[C:6](=[O:7])[O-:8]>>[O-:1][C:2](=[O:3])[C@H:4]1[C@H:5]([C:6](=[O:7])[O-:8])[C:11]([C:12]#[N:13])([C:14]([CH3:15])=[O:16])[N:10]=[CH:9]1,water,298.15 
298,[CH3:1][C:2]([CH3:3])=[C:4]([CH3:5])[CH3:6].[CH3:7][C:8](=[O:9])[C:10]([CH3:11])=[O+:12][CH-:13][C:14]#[N:15]>>[CH3:1][C:2]1([CH3:3])[C:4]([CH3:5])([CH3:6])[CH:13]([C:14]#[N:15])[O:12][C:10]1([C:8]([CH3:7])=[O:9])[CH3:11],water,298.15 
299,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[C:9]([CH3:10])=[NH+:11][C-:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:12]([CH3:13])([C:14]#[N:15])[NH:11][C:9]1([C:7]([O:6][CH3:5])=[O:8])[CH3:10],water,298.15 
300,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][C-:6]([N+:7]#[C:8][C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[C:6]([CH3:5])([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[N:7]=[C:8]1[C:9]#[N:10],water,298.15 
301,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[CH-:9][N+:10]([CH3:11])=[C:12]([CH3:13])[C:14]#[N:15]>>[CH3:1][C@@H:2]1[C@H:3]([CH3:4])[CH:9]([C:7]([O:6][CH3:5])=[O:8])[N:10]([CH3:11])[C:12]1([CH3:13])[C:14]#[N:15],water,298.15 
302,[CH2:1]=[CH2:2].[CH3:3][C:4](=[O:5])[C:6](=[O+:7][CH-:8][C:9]#[N:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1>>[CH2:1]1[CH2:2][CH:8]([C:9]#[N:10])[O:7][C:6]1([C:4]([CH3:3])=[O:5])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,water,298.15 
303,[CH3:1]/[CH:2]=[CH:3]/[CH3:4].[CH3:5][NH:6][C:7](=[O:8])[C:9]([C:10]#[N:11])=[O+:12][C-:13]([CH3:14])[CH3:15]>>[CH3:1][C@H:2]1[C@H:3]([CH3:4])[C:13]([CH3:14])([CH3:15])[O:12][C:9]1([C:7]([NH:6][CH3:5])=[O:8])[C:10]#[N:11],water,298.15 
304,[CH2:1]=[CH2:2].[CH3:3][O:4][C:5](=[O:6])[C:7](=[O+:8][N-:9][C:10]([CH3:11])=[O:12])[C:13]([CH3:14])=[O:15]>>[CH2:1]1[CH2:2][N:9]([C:10]([CH3:11])=[O:12])[O:8][C:7]1([C:5]([O:4][CH3:3])=[O:6])[C:13]([CH3:14])=[O:15],water,298.15 
305,[CH3:1]/[CH:2]=[CH:3]\[CH3:4].[CH3:5][O:6][C:7](=[O:8])[c-:9]1[nH+:10][c:11]([CH3:12])[o:13][c:14]1=[O:15]>>[CH3:1][C@H:2]1[C@@H:3]([CH3:4])[C:9]2([C:7]([O:6][CH3:5])=[O:8])[NH:10][C:11]1([CH3:12])[O:13][C:14]2=[O:15],water,298.15 
306,[CH3:6][NH:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[N+:13]([CH3:14])[NH-:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:10]([C:8]([NH:7][CH3:6])=[O:9])([C:11]#[N:12])[N:13]([CH3:14])[NH:15]1,water,298.15 
307,[CH3:6][NH:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[N+:13]([CH3:14])[NH-:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[NH:15][N:13]([CH3:14])[C:10]1([C:8]([NH:7][CH3:6])=[O:9])[C:11]#[N:12],water,298.15 
308,[CH3:6][C:7](=[O:8])[C:9]#[N+:10][C-:11]([CH3:12])[C:13]([CH3:14])=[O:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:9]([C:7]([CH3:6])=[O:8])=[N:10][C:11]1([CH3:12])[C:13]([CH3:14])=[O:15],water,298.15 
309,[CH3:6][C:7](=[O:8])[C:9]#[N+:10][C-:11]([CH3:12])[C:13]([CH3:14])=[O:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:11]([CH3:12])([C:13]([CH3:14])=[O:15])[N:10]=[C:9]1[C:7]([CH3:6])=[O:8],water,298.15 
310,[CH3:6][O:7][C:8](=[O:9])[C:10]#[N+:11][N-:12][C:13]([CH3:14])=[O:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:10]([C:8]([O:7][CH3:6])=[O:9])=[N:11][N:12]1[C:13]([CH3:14])=[O:15],water,298.15 
311,[CH3:6][O:7][C:8](=[O:9])[C:10]#[N+:11][N-:12][C:13]([CH3:14])=[O:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[N:12]([C:13]([CH3:14])=[O:15])[N:11]=[C:10]1[C:8]([O:7][CH3:6])=[O:9],water,298.15 
312,[CH3:6][O:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[N+:13]([CH3:14])[NH-:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[C:10]([C:8]([O:7][CH3:6])=[O:9])([C:11]#[N:12])[N:13]([CH3:14])[NH:15]1,water,298.15 
313,[CH3:6][O:7][C:8](=[O:9])[C:10]([C:11]#[N:12])=[N+:13]([CH3:14])[NH-:15].[NH2+:1]=[C:2]([NH2:3])[NH:4][CH3:5]>>[NH2+:1]1[C:2]([NH2:3])([NH:4][CH3:5])[NH:15][N:13]([CH3:14])[C:10]1([C:8]([O:7][CH3:6])=[O:9])[C:11]#[N:12],water,298.15 
